,Type of person,2/2/16 0:00,2/2/16 0:01,2/2/16 0:02,2/2/16 0:03,2/2/16 0:04,2/2/16 0:05,2/2/16 0:06,2/2/16 0:07,2/2/16 0:08,2/2/16 0:09,2/2/16 0:10,2/2/16 0:11,2/2/16 0:12,2/2/16 0:13,2/2/16 0:14,2/2/16 0:15,2/2/16 0:16,2/2/16 0:17,2/2/16 0:18,2/2/16 0:19,2/2/16 0:20,2/2/16 0:21,2/2/16 0:22,2/2/16 0:23,2/2/16 0:24,2/2/16 0:25,2/2/16 0:26,2/2/16 0:27,2/2/16 0:28,2/2/16 0:29,2/2/16 0:30,2/2/16 0:31,2/2/16 0:32,2/2/16 0:33,2/2/16 0:34,2/2/16 0:35,2/2/16 0:36,2/2/16 0:37,2/2/16 0:38,2/2/16 0:39,2/2/16 0:40,2/2/16 0:41,2/2/16 0:42,2/2/16 0:43,2/2/16 0:44,2/2/16 0:45,2/2/16 0:46,2/2/16 0:47,2/2/16 0:48,2/2/16 0:49,2/2/16 0:50,2/2/16 0:51,2/2/16 0:52,2/2/16 0:53,2/2/16 0:54,2/2/16 0:55,2/2/16 0:56,2/2/16 0:57,2/2/16 0:58,2/2/16 0:59,2/2/16 1:00,2/2/16 1:01,2/2/16 1:02,2/2/16 1:03,2/2/16 1:04,2/2/16 1:05,2/2/16 1:06,2/2/16 1:07,2/2/16 1:08,2/2/16 1:09,2/2/16 1:10,2/2/16 1:11,2/2/16 1:12,2/2/16 1:13,2/2/16 1:14,2/2/16 1:15,2/2/16 1:16,2/2/16 1:17,2/2/16 1:18,2/2/16 1:19,2/2/16 1:20,2/2/16 1:21,2/2/16 1:22,2/2/16 1:23,2/2/16 1:24,2/2/16 1:25,2/2/16 1:26,2/2/16 1:27,2/2/16 1:28,2/2/16 1:29,2/2/16 1:30,2/2/16 1:31,2/2/16 1:32,2/2/16 1:33,2/2/16 1:34,2/2/16 1:35,2/2/16 1:36,2/2/16 1:37,2/2/16 1:38,2/2/16 1:39,2/2/16 1:40,2/2/16 1:41,2/2/16 1:42,2/2/16 1:43,2/2/16 1:44,2/2/16 1:45,2/2/16 1:46,2/2/16 1:47,2/2/16 1:48,2/2/16 1:49,2/2/16 1:50,2/2/16 1:51,2/2/16 1:52,2/2/16 1:53,2/2/16 1:54,2/2/16 1:55,2/2/16 1:56,2/2/16 1:57,2/2/16 1:58,2/2/16 1:59,2/2/16 2:00,2/2/16 2:01,2/2/16 2:02,2/2/16 2:03,2/2/16 2:04,2/2/16 2:05,2/2/16 2:06,2/2/16 2:07,2/2/16 2:08,2/2/16 2:09,2/2/16 2:10,2/2/16 2:11,2/2/16 2:12,2/2/16 2:13,2/2/16 2:14,2/2/16 2:15,2/2/16 2:16,2/2/16 2:17,2/2/16 2:18,2/2/16 2:19,2/2/16 2:20,2/2/16 2:21,2/2/16 2:22,2/2/16 2:23,2/2/16 2:24,2/2/16 2:25,2/2/16 2:26,2/2/16 2:27,2/2/16 2:28,2/2/16 2:29,2/2/16 2:30,2/2/16 2:31,2/2/16 2:32,2/2/16 2:33,2/2/16 2:34,2/2/16 2:35,2/2/16 2:36,2/2/16 2:37,2/2/16 2:38,2/2/16 2:39,2/2/16 2:40,2/2/16 2:41,2/2/16 2:42,2/2/16 2:43,2/2/16 2:44,2/2/16 2:45,2/2/16 2:46,2/2/16 2:47,2/2/16 2:48,2/2/16 2:49,2/2/16 2:50,2/2/16 2:51,2/2/16 2:52,2/2/16 2:53,2/2/16 2:54,2/2/16 2:55,2/2/16 2:56,2/2/16 2:57,2/2/16 2:58,2/2/16 2:59,2/2/16 3:00,2/2/16 3:01,2/2/16 3:02,2/2/16 3:03,2/2/16 3:04,2/2/16 3:05,2/2/16 3:06,2/2/16 3:07,2/2/16 3:08,2/2/16 3:09,2/2/16 3:10,2/2/16 3:11,2/2/16 3:12,2/2/16 3:13,2/2/16 3:14,2/2/16 3:15,2/2/16 3:16,2/2/16 3:17,2/2/16 3:18,2/2/16 3:19,2/2/16 3:20,2/2/16 3:21,2/2/16 3:22,2/2/16 3:23,2/2/16 3:24,2/2/16 3:25,2/2/16 3:26,2/2/16 3:27,2/2/16 3:28,2/2/16 3:29,2/2/16 3:30,2/2/16 3:31,2/2/16 3:32,2/2/16 3:33,2/2/16 3:34,2/2/16 3:35,2/2/16 3:36,2/2/16 3:37,2/2/16 3:38,2/2/16 3:39,2/2/16 3:40,2/2/16 3:41,2/2/16 3:42,2/2/16 3:43,2/2/16 3:44,2/2/16 3:45,2/2/16 3:46,2/2/16 3:47,2/2/16 3:48,2/2/16 3:49,2/2/16 3:50,2/2/16 3:51,2/2/16 3:52,2/2/16 3:53,2/2/16 3:54,2/2/16 3:55,2/2/16 3:56,2/2/16 3:57,2/2/16 3:58,2/2/16 3:59
Trai Turner,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907281513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.021047492,1.028840714,1.036633925,1.044427147,1.052220358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.881280465,1.901726669,1.922172882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fernando Velasco,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735720518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895029179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974616181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307164579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe Webb,panthers,0,0,0,0,0,0,0,0,0.6828061,0,0,0,0,0,0,0,0,0,0.715732499,0.722395166,0.729057842,0.735720518,0.739043574,0.742366639,0.745689695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831060376,0,0,0,0,0,0.882025971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052220358,1.060337893,1.068455436,1.076572971,1.084690514,1.092808049,1.097353413,1.101898787,0,0,0,0,0,0,1.155202812,0,0,0,0,0,2.434842916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.532736196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.776909989,0,0,0,0,0,0,0,0,0,1.922172882,0,0,0,0,0,0,0,0,0,0,0,0,2.075865822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandon Wegher,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fozzy Whittaker,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806833149,0,0,0,0,0,0.826635671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078091975,0,0,0,0,0,0,0,0,0,0,0,0,0,1.196443892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.855553421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153854774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.758550153,2.782936065,2.807321978,2.831707899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daryl Williams,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teddy Williams,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704587942,0,0,0,0,0,0,0,0,0.745877617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Anderson,broncos,0.651585822,0.656424094,0.661262366,1.321703423,0.662928653,0.665404591,0.667880529,0.670356467,0,0,0,0,0,0,0,0.70353592,0.70551991,0.707503899,0.956083616,1.204663324,1.453243042,2.207161555,0.751237813,0.751237813,0.751237813,0.751237813,0.751237813,0.947978442,1.144719079,1.341459707,1.538200345,0.80023407,0.80023407,0.80023407,0.804242926,0.808251791,0.812260646,0.816269511,0.81922768,0.822185859,0.825144028,0.828102197,0.831060376,0.837436424,0.843812482,0.85018853,0.861400861,1.0899367,1.318472529,1.547008358,1.775544187,0.919106235,0.919106235,0.919106235,0.919106235,0.919106235,0.924936805,0.930767365,0.938438213,0.946109069,0.952637372,1.900228775,4.808846499,7.717464215,10.62608194,4.873080924,1.963619633,1.983461658,0,0,0,0,0,0,1.033594552,3.122318999,2.141266828,2.141266828,2.141266828,1.078091975,1.078091975,1.092808049,0,0,0,0,0,1.131208523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266861547,0,0,0,0,0,0,0,0,0,0,0,4.172889995,1.392886271,1.403509927,1.414133584,1.42475724,1.435380896,1.44665529,1.457929684,1.469204078,0,0,0,0,0,1.532736196,1.539123855,1.545511505,1.551899165,2.633095664,3.714292153,4.795488652,0,0,0,0,0,0,0,0,0,0,0,1.741107846,0,0,0,0,0,0,0,0,0,1.881280465,0,0,0,0,0,0,1.956844196,0,0,0,0,0,0,0,0,0,0,0,2.157928004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.404399653,2.424848424,2.445297194,2.465745956,3.114157652,3.762569349,4.410981045,5.059392732,2.511650105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Anunike,broncos,0,0,0,0,0.662928653,0,0,0,0,0,0.689994261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.750600761,0.758478226,0.766355691,0.774233156,0.782110621,0.789988096,0.796047919,0.802107742,0.808167575,0.814227398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991730825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.572460602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaquil Barrett,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715732499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.892218139,0,0,0,0,0,0,0.981809817,0.991730825,0,0,0,0,0,0,0,0,0,0,0,0,0,1.092808049,1.094019892,1.103205501,1.11239111,1.12157671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24220325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omar Bolden,broncos,0,0,0,0.660851716,0,0,0,0,0,0,0,1.390575298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806833149,0,0,0,0,0,0,0.831060376,0.838645493,0.846230619,0.853815745,0.861400861,1.753973414,0.895029179,0.895029179,0.884142108,0.884142108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033594552,1.042854271,1.052113981,1.0613737,1.070633409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.196443892,1.206932673,1.217421453,1.219202831,1.2209842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389106811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.202235002,0,0,0,0,0,0,0,0,0,1.714629995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.119819651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783766458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Brenner,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861400861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974616181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24220325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.153854774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.372358653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Brewer,broncos,0.651585822,0,0,0,0,0,0,0,0,0.68199482,0.688641234,0.695287649,0.694854051,0.694854051,0.699194986,0.70353592,0,0,0,0,0,0,0.73558909,0.740639397,0.745689695,1.124082661,1.502475627,0,0,0,0,0,0.789988096,0,0,0,0,0,0,0.816938395,0.821787038,0.826635671,0,0,0,0,0,0.876986707,0.882025971,0.884899035,0.887772089,1.327764108,1.767756127,0.88946461,0.904285423,0.919106235,0,0,0,0,0,0,0,0,0,0,0,0,0.999728741,1.003964387,1.008200024,0,0,0,0,0,0,1.056174756,1.063743781,1.071312807,1.078881841,1.086450867,1.094019892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.322330843,0,0,0,0,0,0,1.390963332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.776909989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.995056085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.493465559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.815461286,2.821865623,2.828269952,2.83467428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Bruton,broncos,0,0.649833283,0.661262366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840530558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946109069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.228507158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andre Caldwell,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0.691687436,0,0,0,0,0,0,0,0,0,0,0,0.745689695,0,0,0,0,0,0,0,0,0,0.799821829,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882025971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.092808049,0,0,0,0,0,0,1.145367611,0,0,0,0,0,0,1.202581453,0,0,0,0,0,0,0,0,0,1.294108115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956844196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.501302091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Clady,broncos,0,0,0.661262366,0,0,0,0,0,0,0,0,0,0,0,0.70356205,0.706604663,0.709647275,0.712689887,0.715732499,0.720474859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952637372,0,0,0,0,0,0,0,0.999728741,0,0,0,0,0,0,0,0,0,1.070633409,0,0,0,0,0,0,1.12157671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24220325,1.251973642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516149368,1.54156782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.909384749,0,0,0,0,0,0,0,2.020939361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Britton Colquitt,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694854051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884142108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.112930849,1.121040039,1.12914923,1.13725842,1.145367611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.598496217,0,0,0,0,0,1.672481855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.905638975,2.922183118,2.93872727,0,0,0,0,0,0,0,0,0
Owen Daniels,broncos,0,0,0,1.321703423,0.670356467,0.670356467,0.670356467,0.670356467,0.676589258,0.682822058,0.689054849,0.695287649,1.383374872,0.70356205,0.70356205,0.70353592,0.70551991,0.707503899,0.714558056,0.721612213,0.728666361,0.735720518,0.73558909,0.987644478,1.239699856,1.491755235,3.004951254,1.518933518,1.518933518,0.760931206,0.769100168,0.779478139,0.7898561,0.80023407,1.206950185,1.613666299,0.814325413,0.814325413,0.814325413,0.817536305,0.820747196,0.825903786,0.831060376,0.837436424,0.843812482,0.85018853,0.861400861,1.312726402,1.764051933,0,0,0,0,0,0,0,0.92343463,1.40368603,1.88393743,1.892218139,2.857912116,2.850343157,4.751000889,1.915931871,2.898022349,2.923848553,1.999457482,1.999457482,1.999457482,0.988212544,1.008200024,1.00980171,1.021047492,1.027321018,1.033594552,4.163092005,4.202905883,4.24271977,4.282533647,4.297450788,4.31236792,1.101898787,1.101898787,1.101898787,1.110592552,1.119286317,1.127980081,1.136673846,1.145367611,1.150285211,1.155202812,3.480935839,1.196443892,1.196443892,1.196443892,1.206932673,1.217421453,1.219202831,1.2209842,1.228507158,2.484406501,1.260739897,1.260739897,1.266861547,1.279717094,2.588216231,1.322330843,1.322330843,1.322330843,1.326348867,1.33036688,1.334384894,1.341092624,1.357100106,1.369028828,1.38095755,1.392886271,1.40681263,1.420738989,2.145750386,2.870761792,1.45308697,1.45308697,1.469204078,1.477731695,1.48156906,1.519189347,1.516149368,2.290810875,3.065472392,3.084584502,3.103696621,1.551899165,2.350239845,3.148580534,3.196992435,3.202235002,1.626357497,1.626357497,3.272043609,3.30850366,3.344963701,1.68276362,1.699522715,1.704558475,1.709594235,1.714629995,3.482215693,1.776909989,1.776909989,5.364142633,1.789534095,1.810168856,1.830803627,3.711106852,1.835771792,1.857372058,1.878972333,1.900572607,1.922172882,1.922980137,1.923787392,1.924594646,1.945403275,1.966211912,1.98702054,2.007829178,2.020562787,2.033296396,2.046030005,2.058763613,2.06554354,2.075865822,2.094605212,2.113344594,2.132083975,2.14296938,2.153854774,0,0,0,0,0,0,4.556508253,2.285070147,2.285070147,3.457988655,4.630907164,5.803825673,6.976744182,2.419201059,2.419201059,2.419201059,2.419201059,2.419201059,2.404399653,2.444111027,2.454928496,2.465745956,2.493465559,3.748034871,5.002604182,2.529696366,5.02330022,2.574321893,2.574321893,2.574321893,0,0,0,0,0,0,0,0,0,0,0,2.736867576,2.760317012,2.783766458,0,0,0,0,0,2.878177303,0,0,0,0,0,0,0,0,0,3.052283421,3.06333093,3.074378448
Todd Davis,broncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769100168,0,0,0,0,0,0,0,0,0,0,0,0,0.840530558,0,0,0,0,0,0.895029179,0,0,0,0,0,0,0.92343463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.052220358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.357100106,1.374031723,1.390963332,1.399846846,1.408730361,1.417613866,1.426497381,1.435380896,0,0,0,0,0,0,0,0,0,0,0,1.551899165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.972658396,1.982314587,1.991970787,2.001626978,2.011283169,2.020939361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.404399653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
