,Type of person,2/2/16 0:00,2/2/16 0:01,2/2/16 0:02,2/2/16 0:03,2/2/16 0:04,2/2/16 0:05,2/2/16 0:06,2/2/16 0:07,2/2/16 0:08,2/2/16 0:09,2/2/16 0:10,2/2/16 0:11,2/2/16 0:12,2/2/16 0:13,2/2/16 0:14,2/2/16 0:15,2/2/16 0:16,2/2/16 0:17,2/2/16 0:18,2/2/16 0:19,2/2/16 0:20,2/2/16 0:21,2/2/16 0:22,2/2/16 0:23,2/2/16 0:24,2/2/16 0:25,2/2/16 0:26,2/2/16 0:27,2/2/16 0:28,2/2/16 0:29,2/2/16 0:30,2/2/16 0:31,2/2/16 0:32,2/2/16 0:33,2/2/16 0:34,2/2/16 0:35,2/2/16 0:36,2/2/16 0:37,2/2/16 0:38,2/2/16 0:39,2/2/16 0:40,2/2/16 0:41,2/2/16 0:42,2/2/16 0:43,2/2/16 0:44,2/2/16 0:45,2/2/16 0:46,2/2/16 0:47,2/2/16 0:48,2/2/16 0:49,2/2/16 0:50,2/2/16 0:51,2/2/16 0:52,2/2/16 0:53,2/2/16 0:54,2/2/16 0:55,2/2/16 0:56,2/2/16 0:57,2/2/16 0:58,2/2/16 0:59,2/2/16 1:00,2/2/16 1:01,2/2/16 1:02,2/2/16 1:03,2/2/16 1:04,2/2/16 1:05,2/2/16 1:06,2/2/16 1:07,2/2/16 1:08,2/2/16 1:09,2/2/16 1:10,2/2/16 1:11,2/2/16 1:12,2/2/16 1:13,2/2/16 1:14,2/2/16 1:15,2/2/16 1:16,2/2/16 1:17,2/2/16 1:18,2/2/16 1:19,2/2/16 1:20,2/2/16 1:21,2/2/16 1:22,2/2/16 1:23,2/2/16 1:24,2/2/16 1:25,2/2/16 1:26,2/2/16 1:27,2/2/16 1:28,2/2/16 1:29,2/2/16 1:30,2/2/16 1:31,2/2/16 1:32,2/2/16 1:33,2/2/16 1:34,2/2/16 1:35,2/2/16 1:36,2/2/16 1:37,2/2/16 1:38,2/2/16 1:39,2/2/16 1:40,2/2/16 1:41,2/2/16 1:42,2/2/16 1:43,2/2/16 1:44,2/2/16 1:45,2/2/16 1:46,2/2/16 1:47,2/2/16 1:48,2/2/16 1:49,2/2/16 1:50,2/2/16 1:51,2/2/16 1:52,2/2/16 1:53,2/2/16 1:54,2/2/16 1:55,2/2/16 1:56,2/2/16 1:57,2/2/16 1:58,2/2/16 1:59,2/2/16 2:00,2/2/16 2:01,2/2/16 2:02,2/2/16 2:03,2/2/16 2:04,2/2/16 2:05,2/2/16 2:06,2/2/16 2:07,2/2/16 2:08,2/2/16 2:09,2/2/16 2:10,2/2/16 2:11,2/2/16 2:12,2/2/16 2:13,2/2/16 2:14,2/2/16 2:15,2/2/16 2:16,2/2/16 2:17,2/2/16 2:18,2/2/16 2:19,2/2/16 2:20,2/2/16 2:21,2/2/16 2:22,2/2/16 2:23,2/2/16 2:24,2/2/16 2:25,2/2/16 2:26,2/2/16 2:27,2/2/16 2:28,2/2/16 2:29,2/2/16 2:30,2/2/16 2:31,2/2/16 2:32,2/2/16 2:33,2/2/16 2:34,2/2/16 2:35,2/2/16 2:36,2/2/16 2:37,2/2/16 2:38,2/2/16 2:39,2/2/16 2:40,2/2/16 2:41,2/2/16 2:42,2/2/16 2:43,2/2/16 2:44,2/2/16 2:45,2/2/16 2:46,2/2/16 2:47,2/2/16 2:48,2/2/16 2:49,2/2/16 2:50,2/2/16 2:51,2/2/16 2:52,2/2/16 2:53,2/2/16 2:54,2/2/16 2:55,2/2/16 2:56,2/2/16 2:57,2/2/16 2:58,2/2/16 2:59,2/2/16 3:00,2/2/16 3:01,2/2/16 3:02,2/2/16 3:03,2/2/16 3:04,2/2/16 3:05,2/2/16 3:06,2/2/16 3:07,2/2/16 3:08,2/2/16 3:09,2/2/16 3:10,2/2/16 3:11,2/2/16 3:12,2/2/16 3:13,2/2/16 3:14,2/2/16 3:15,2/2/16 3:16,2/2/16 3:17,2/2/16 3:18,2/2/16 3:19,2/2/16 3:20,2/2/16 3:21,2/2/16 3:22,2/2/16 3:23,2/2/16 3:24,2/2/16 3:25,2/2/16 3:26,2/2/16 3:27,2/2/16 3:28,2/2/16 3:29,2/2/16 3:30,2/2/16 3:31,2/2/16 3:32,2/2/16 3:33,2/2/16 3:34,2/2/16 3:35,2/2/16 3:36,2/2/16 3:37,2/2/16 3:38,2/2/16 3:39,2/2/16 3:40,2/2/16 3:41,2/2/16 3:42,2/2/16 3:43,2/2/16 3:44,2/2/16 3:45,2/2/16 3:46,2/2/16 3:47,2/2/16 3:48,2/2/16 3:49,2/2/16 3:50,2/2/16 3:51,2/2/16 3:52,2/2/16 3:53,2/2/16 3:54,2/2/16 3:55,2/2/16 3:56,2/2/16 3:57,2/2/16 3:58,2/2/16 3:59
Roman Harper,panthers,0,0,0,0,0,0.663086458,0,0,0,0,0,0,0,0,0.70356205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782191427,0,0,0,0,0,0,0.814325413,0.817536305,0.820747196,0.826635671,2.493181119,0,0,0,0,0,0.882025971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981809817,0.991730825,0.988212544,0.988212544,0.999007132,1.00980171,1.017732657,1.025663605,1.033594552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.519189347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.661607253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.304474728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.689764624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Hill,panthers,0,0,0,0,0,0,0,0,0.6828061,0,0,0,0,0,0,0,0.704587942,0,0,0,0,0,0.73558909,0.741474677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950114383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.080046785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24220325,0,0,0,0,0,0,0,0,0,0,0,1.341092624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.087993613,0,0,0,0,0,2.20039269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Jacobs,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769100168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.919106235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.572460602,1.582012906,1.591565201,1.601117496,0,0,0,0,0,0,0,0,0,0,1.741107846,1.762427005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J.J. Jansen,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160311943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Johnson,panthers,0,0,0,0,0.662928653,0,0,0,0,0,0,0,0,0,0,0,0.704587942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816269511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.477731695,0,0,0,0,0,0,0,0,0,0,0,0,0,1.626357497,0,0,0,0,0,0,0,0,0,0,0,1.788047548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783766458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colin Jones,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078091975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48156906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.776909989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Kalil,panthers,0,0.649833283,0.661262366,0,0,0,0,0,0,0,0.689994261,0,0,0,0,0,0,0,0,0,0,0,0,0.741474677,0.745689695,0.745877617,0.750522133,0.755166639,0.759811146,0.764455662,0.769100168,0.776780581,0.784461003,0.792141416,0.799821829,0.803245144,0.806668459,0.810091775,0.81351508,0.816938395,0.822089104,0.827239803,0.832390512,0.83754122,0.842691919,0.852046395,0.861400861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.033594552,1.042884995,1.052175447,1.06146589,1.070756333,1.080046785,1.086623598,1.09320041,1.099777223,1.106354036,1.112930849,0,0,0,0,0,0,0,0,0,0,0,1.217421453,1.219202831,1.2209842,1.85269535,2.484406501,0,0,0,0,0,0,0,0,0,0,0,1.341092624,1.357100106,0,0,0,0,0,0,0,0,0,0,0,0,1.519189347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.576095086,1.804742989,1.804742989,0,0,0,0,0,0,0,0,0,1.924594646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.278254126,0,0,0,0,0,0,0,0,0,2.394188342,0,0,0,0,0,0,0,0,0,0,0,0,0,2.591509396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Klein,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.176624889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.465745956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Kuechly,panthers,2.606343288,1.299666566,2.645049465,3.304258562,3.314643276,3.315432308,4.009509932,6.033208203,9.559285346,7.501942997,2.069982783,5.562301192,4.150124625,1.389708111,1.40712411,1.40707184,5.636703561,3.537519513,3.578662475,1.440949718,2.906486084,4.414323109,2.20676728,5.931797441,2.237069085,2.983510469,1.502475627,2.251802273,6.075734082,2.28279361,0.769100168,2.346574282,1.579976183,1.600468131,0.799821829,4.840998896,3.256909583,0.816269511,4.885952449,4.90163039,2.479907023,2.479907023,1.662120752,1.681061116,4.213459605,2.550565599,0.861400861,3.507946827,3.528103874,3.580116708,0.887772089,1.768284207,3.535512254,0.88946461,1.814563017,0.919106235,2.770303881,6.515371547,0.94196871,1.892218139,0.952637372,0.950114383,0.95020018,2.873897806,6.762052144,3.898464734,5.89085891,0.991730825,2.999186223,2.964637643,4.032800105,2.01960342,3.063142477,2.044651984,3.100783657,5.203865001,2.104440717,5.28087376,2.141266828,3.240140345,2.15618396,4.371232195,4.376079578,7.713291484,4.451723396,3.364730139,2.264337257,5.656042613,4.581470443,1.153416092,3.465608426,1.160311943,1.764288687,2.368265421,2.392887794,4.810325811,3.655224452,3.655224452,4.883936798,1.228507158,1.24220325,1.251973642,3.782219682,1.266861547,1.279717094,1.294108115,3.939092155,6.584076185,1.322330843,2.661569873,5.332055472,1.334384894,1.341092624,1.357100106,2.72521228,2.781926663,2.785772552,1.389106811,4.262216958,1.422552871,1.435380896,2.897320903,4.359260901,2.938408147,2.955463399,2.963138129,1.516149368,1.516149368,9.249406936,7.66368098,3.094974094,1.551848306,1.551899165,2.350239845,3.148580534,3.196992435,3.202235002,3.227474993,3.252714984,1.636021805,2.490492758,3.344963701,1.68276362,5.098568146,1.71335822,1.713699239,1.714629995,3.5009555,5.287281015,1.776909989,1.788047548,3.601138252,5.414228957,1.830803627,1.833287709,1.835771792,1.858526128,1.881280465,1.903781103,1.922172882,5.728154247,1.924477321,1.948567863,1.972658396,3.913688392,3.964673374,4.015658356,2.020939361,2.020939361,4.084938637,2.06554354,2.06554354,2.075865822,3.714827374,5.353788927,6.99275048,8.631712033,4.307709558,6.529874676,4.40078539,2.208963323,2.227082027,2.245200731,2.261727429,2.278254126,4.538168251,2.285070147,2.294772433,2.304474728,2.312351739,2.325581397,2.35734827,2.389115134,2.372358653,2.394188342,2.419201059,3.653711556,4.888222053,4.909856992,4.931491921,4.955196011,4.978900092,5.002604182,2.511650105,2.511650105,2.569084563,2.577542398,2.586000222,2.594458057,2.602915891,2.611373725,2.6338218,2.656269875,2.698193847,2.697579032,2.697579032,10.82361102,2.731815233,2.731815233,5.473735143,5.517100297,0,0,0,0,0,0,0,2.905638975,2.907471032,2.909303079,2.911135136,2.912967193,2.940830442,2.968693682,2.996556931,3.024420181,3.052283421,6.074224112,3.074378448
Star Lotulelei,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704587942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895029179,0,0,0,0,0,0,0,0,0,0,0,0.950114383,0.955412071,0.960709759,0.966007447,0,0,0,0,0,0,1.00980171,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12157671,0,0,0,0,0,0,0,1.184132706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.334384894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.532736196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.788047548,1.789534095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.020939361,0,0,0,0,0,0,0,0,0,0,2.20039269,0,0,0,0,0,0,0,0,0,0,0,0,0,2.372358653,0,0,0,0,0,0,2.493465559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.731815233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Love,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.745689695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999728741,0,0,0,0,0,0,1.040772996,1.052220358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.601117496,0,0,0,0,0,0,0,0,0,0,0,1.762427005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.956844196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dean Marlowe,panthers,0,0.649833283,0,0,0,0,0,0,0,1.363989639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85018853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.950114383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.260739897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Mayo,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert McClain,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769100168,0,0,0,0,0,0,0,1.628650816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974616181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.196443892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.672481855,1.686107304,1.699732762,1.71335822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.042469323,0,0,0,0,0,0,0,0,0,0,2.208963323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Miley,panthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cam Newton,panthers,48.86893661,48.08766311,56.86856345,54.85069214,53.69722107,47.7422252,45.44111255,44.2435268,71.01183396,79.79339367,66.92944337,43.1078342,53.9516201,58.36774049,50.65646788,52.06165826,50.02574406,47.40276142,48.66980962,36.74421789,39.96418367,41.93606955,44.87093459,51.90322759,40.26724347,45.49853471,41.31807972,48.03844845,48.60587265,60.87449634,49.22241093,46.14929418,50.55923785,49.61451217,35.99198234,42.76215688,35.82600546,38.36466693,43.97357207,46.56548867,44.32034877,51.25141173,42.38407907,51.2723641,41.29190413,48.46074644,79.2488796,47.35728212,54.68560999,42.06637128,37.28642787,38.90225263,46.8455374,42.69430133,37.19854194,51.46994935,50.78890455,49.33067028,43.33056082,50.14378071,51.44241813,49.40594812,35.15740659,47.89829683,61.82447674,66.27390053,67.74487747,49.58654139,52.9856233,36.56386425,51.41820137,72.70572308,60.2418021,73.6074715,73.38521314,69.73179108,36.82771258,58.08961134,71.73243866,45.36196485,57.13887493,39.34108975,54.70099476,55.09493917,41.17844141,75.14563973,53.21192557,35.06746419,46.96007202,40.3695633,35.81128709,54.53466149,52.99509587,46.18117565,50.25064362,31.26711777,45.04459395,34.1154282,56.16527314,39.31222906,49.68812997,62.59868227,47.90811598,38.00584639,63.98585446,34.94091908,50.97941853,57.93987045,42.31458713,37.26197821,55.98658247,53.37539581,49.62042716,44.78430356,40.87818418,55.63853329,55.71545104,75.01176776,56.82955946,99.57870079,66.02752125,59.17527271,62.48273957,66.11418341,70.93112156,57.78119345,44.05649109,37.90373411,60.12114509,56.71123927,49.51958554,58.97023576,69.83546248,92.77517578,64.54590085,47.95488649,38.42681998,38.58795104,60.17522729,34.35645791,49.5082605,50.17445556,33.6552725,47.58663601,54.82746304,51.41097727,60.01204978,55.71545104,58.16009113,40.86892971,37.54899843,46.52788641,45.1185746,49.43169788,42.67772876,62.4162408,55.9549228,60.2009748,45.69074648,38.44345767,47.73461873,57.73431959,51.96405533,35.50785116,62.61901432,57.85662638,64.2505337,53.82343007,58.60724154,55.14667162,53.52785385,35.11424016,62.2759747,50.11184673,74.19368775,46.90584749,53.94820019,84.00033637,56.59224721,61.61099542,53.01511967,48.77237544,42.65881384,47.27361069,41.00857429,22.69084126,52.55661335,39.01752428,50.69844399,48.55938642,100,62.82000597,43.0040725,71.17075972,69.43146184,48.38402122,60.10999132,68.43510878,34.52673574,36.9861894,22.44119003,67.2297603,30.01562508,53.12362373,52.7446523,30.82901473,43.82303048,30.89186268,41.46415031,55.40870174,57.450222,45.19207735,42.50031797,43.1711016,26.89764628,37.76610649,32.47083306,27.09076153,32.7817828,71.15855687,35.86115196,50.10779619,42.23191935,39.64391056,48.59672632,39.6854399,28.85279583,46.05083684,23.24511178,43.53516594,47.01963625,23.41174856,40.7815407,41.82481335,24.10672665,54.40110546,36.29751934,39.6796845,51.63090494,33.81816288
